		Fator	Fator	incerteza (+ ou -)		#Cruzamentos	"Detecta se houve cruzamento 
há pouco tempo (200ms)"	#Cruzamentos + filtro lateral
56	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
57	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
58	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
59	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
60	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
61	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
62	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
63	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
64	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
65	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
66	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
67	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
68	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
69	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
70	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
71	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
72	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
73	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
74	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
75	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
76	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
77	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
78	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
79	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
80	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
81	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
82	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
83	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
84	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
85	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
86	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
87	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
88	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
89	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
90	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
91	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
92	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
93	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
94	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
95	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
96	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
97	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
98	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
99	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
100	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
101	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
102	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
103	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
104	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
105	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
106	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
107	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
108	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
109	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
110	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
111	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
112	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
113	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
114	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
115	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
116	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
117	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
118	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
119	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
120	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
121	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
122	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
123	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
124	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
125	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
126	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
127	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
128	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
129	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
130	0	0.0000	0.0000	0.1000	-0.1000	0	0	0
131	1	0.0200	0.0050	0.1050	-0.0950	0	0	0
132	0	0.0196	0.0050	0.1050	-0.0950	0	0	0
133	0	0.0192	0.0050	0.1050	-0.0950	0	0	0
134	0	0.0188	0.0049	0.1049	-0.0951	0	0	0
135	1	0.0384	0.0099	0.1099	-0.0901	0	0	0
136	0	0.0377	0.0099	0.1099	-0.0901	0	0	0
137	0	0.0369	0.0098	0.1098	-0.0902	0	0	0
138	0	0.0362	0.0098	0.1098	-0.0902	0	0	0
139	0	0.0355	0.0097	0.1097	-0.0903	0	0	0
140	0	0.0348	0.0097	0.1097	-0.0903	0	0	0
141	0	0.0341	0.0096	0.1096	-0.0904	0	0	0
142	0	0.0334	0.0096	0.1096	-0.0904	0	0	0
143	0	0.0327	0.0095	0.1095	-0.0905	0	0	0
144	0	0.0321	0.0095	0.1095	-0.0905	0	0	0
145	0	0.0314	0.0094	0.1094	-0.0906	0	0	0
146	0	0.0308	0.0094	0.1094	-0.0906	0	0	0
147	0	0.0302	0.0093	0.1093	-0.0907	0	0	0
148	0	0.0296	0.0093	0.1093	-0.0907	0	0	0
149	0	0.0290	0.0092	0.1092	-0.0908	0	0	0
150	0	0.0284	0.0092	0.1092	-0.0908	0	0	0
151	0	0.0278	0.0091	0.1091	-0.0909	0	0	0
152	0	0.0273	0.0091	0.1091	-0.0909	0	0	0
153	0	0.0267	0.0090	0.1090	-0.0910	0	0	0
154	0	0.0262	0.0090	0.1090	-0.0910	0	0	0
155	0	0.0257	0.0090	0.1090	-0.0910	0	0	0
156	0	0.0252	0.0089	0.1089	-0.0911	0	0	0
157	0	0.0247	0.0089	0.1089	-0.0911	0	0	0
158	0	0.0242	0.0088	0.1088	-0.0912	0	0	0
159	0	0.0237	0.0088	0.1088	-0.0912	0	0	0
160	0	0.0232	0.0087	0.1087	-0.0913	0	0	0
161	0	0.0227	0.0087	0.1087	-0.0913	0	0	0
162	0	0.0223	0.0086	0.1086	-0.0914	0	0	0
163	0	0.0218	0.0086	0.1086	-0.0914	0	0	0
164	0	0.0214	0.0086	0.1086	-0.0914	0	0	0
165	0	0.0210	0.0085	0.1085	-0.0915	0	0	0
166	0	0.0206	0.0085	0.1085	-0.0915	0	0	0
167	0	0.0201	0.0084	0.1084	-0.0916	0	0	0
168	0	0.0197	0.0084	0.1084	-0.0916	0	0	0
169	0	0.0193	0.0083	0.1083	-0.0917	0	0	0
170	0	0.0190	0.0083	0.1083	-0.0917	0	0	0
171	0	0.0186	0.0083	0.1083	-0.0917	0	0	0
172	0	0.0182	0.0082	0.1082	-0.0918	0	0	0
173	0	0.0178	0.0082	0.1082	-0.0918	0	0	0
174	0	0.0175	0.0081	0.1081	-0.0919	0	0	0
175	0	0.0171	0.0081	0.1081	-0.0919	0	0	0
176	0	0.0168	0.0081	0.1081	-0.0919	0	0	0
177	0	0.0165	0.0080	0.1080	-0.0920	0	0	0
178	0	0.0161	0.0080	0.1080	-0.0920	0	0	0
179	0	0.0158	0.0079	0.1079	-0.0921	0	0	0
180	0	0.0155	0.0079	0.1079	-0.0921	0	0	0
181	0	0.0152	0.0079	0.1079	-0.0921	0	0	0
182	0	0.0149	0.0078	0.1078	-0.0922	0	0	0
183	0	0.0146	0.0078	0.1078	-0.0922	0	0	0
184	0	0.0143	0.0077	0.1077	-0.0923	0	0	0
185	0	0.0140	0.0077	0.1077	-0.0923	0	0	0
186	0	0.0137	0.0077	0.1077	-0.0923	0	0	0
187	0	0.0134	0.0076	0.1076	-0.0924	0	0	0
188	0	0.0132	0.0076	0.1076	-0.0924	0	0	0
189	0	0.0129	0.0076	0.1076	-0.0924	0	0	0
190	0	0.0127	0.0075	0.1075	-0.0925	0	0	0
191	0	0.0124	0.0075	0.1075	-0.0925	0	0	0
192	0	0.0122	0.0074	0.1074	-0.0926	0	0	0
193	0	0.0119	0.0074	0.1074	-0.0926	0	0	0
194	0	0.0117	0.0074	0.1074	-0.0926	0	0	0
195	0	0.0114	0.0073	0.1073	-0.0927	0	0	0
196	0	0.0112	0.0073	0.1073	-0.0927	0	0	0
197	0	0.0110	0.0073	0.1073	-0.0927	0	0	0
198	0	0.0108	0.0072	0.1072	-0.0928	0	0	0
199	0	0.0106	0.0072	0.1072	-0.0928	0	0	0
200	0	0.0103	0.0071	0.1071	-0.0929	0	0	0
201	0	0.0101	0.0071	0.1071	-0.0929	0	0	0
202	0	0.0099	0.0071	0.1071	-0.0929	0	0	0
203	0	0.0097	0.0070	0.1070	-0.0930	0	0	0
204	0	0.0095	0.0070	0.1070	-0.0930	0	0	0
205	0	0.0093	0.0070	0.1070	-0.0930	0	0	0
206	0	0.0092	0.0069	0.1069	-0.0931	0	0	0
207	0	0.0090	0.0069	0.1069	-0.0931	0	0	0
208	0	0.0088	0.0069	0.1069	-0.0931	0	0	0
209	0	0.0086	0.0068	0.1068	-0.0932	0	0	0
210	0	0.0084	0.0068	0.1068	-0.0932	0	0	0
211	0	0.0083	0.0068	0.1068	-0.0932	0	0	0
212	0	0.0081	0.0067	0.1067	-0.0933	0	0	0
213	0	0.0080	0.0067	0.1067	-0.0933	0	0	0
214	0	0.0078	0.0067	0.1067	-0.0933	0	0	0
215	0	0.0076	0.0066	0.1066	-0.0934	0	0	0
216	0	0.0075	0.0066	0.1066	-0.0934	0	0	0
217	0	0.0073	0.0066	0.1066	-0.0934	0	0	0
218	0	0.0072	0.0065	0.1065	-0.0935	0	0	0
219	0	0.0070	0.0065	0.1065	-0.0935	0	0	0
220	0	0.0069	0.0065	0.1065	-0.0935	0	0	0
221	0	0.0068	0.0064	0.1064	-0.0936	0	0	0
222	0	0.0066	0.0064	0.1064	-0.0936	0	0	0
223	0	0.0065	0.0064	0.1064	-0.0936	0	0	0
224	0	0.0064	0.0063	0.1063	-0.0937	0	0	0
225	0	0.0062	0.0063	0.1063	-0.0937	0	0	0
226	0	0.0061	0.0063	0.1063	-0.0937	0	0	0
227	0	0.0060	0.0062	0.1062	-0.0938	0	0	0
228	0	0.0059	0.0062	0.1062	-0.0938	0	0	0
229	0	0.0058	0.0062	0.1062	-0.0938	0	0	0
230	0	0.0056	0.0061	0.1061	-0.0939	0	0	0
231	0	0.0055	0.0061	0.1061	-0.0939	0	0	0
232	0	0.0054	0.0061	0.1061	-0.0939	0	0	0
233	0	0.0053	0.0061	0.1061	-0.0939	0	0	0
234	0	0.0052	0.0060	0.1060	-0.0940	0	0	0
235	0	0.0051	0.0060	0.1060	-0.0940	0	0	0
236	0	0.0050	0.0060	0.1060	-0.0940	0	0	0
237	0	0.0049	0.0059	0.1059	-0.0941	0	0	0
238	0	0.0048	0.0059	0.1059	-0.0941	0	0	0
239	0	0.0047	0.0059	0.1059	-0.0941	0	0	0
240	0	0.0046	0.0058	0.1058	-0.0942	0	0	0
241	0	0.0045	0.0058	0.1058	-0.0942	0	0	0
242	0	0.0044	0.0058	0.1058	-0.0942	0	0	0
243	0	0.0043	0.0058	0.1058	-0.0942	0	0	0
244	0	0.0043	0.0057	0.1057	-0.0943	0	0	0
245	0	0.0042	0.0057	0.1057	-0.0943	0	0	0
246	0	0.0041	0.0057	0.1057	-0.0943	0	0	0
247	0	0.0040	0.0056	0.1056	-0.0944	0	0	0
248	0	0.0039	0.0056	0.1056	-0.0944	0	0	0
249	0	0.0038	0.0056	0.1056	-0.0944	0	0	0
250	0	0.0038	0.0056	0.1056	-0.0944	0	0	0
251	0	0.0037	0.0055	0.1055	-0.0945	0	0	0
252	0	0.0036	0.0055	0.1055	-0.0945	0	0	0
253	0	0.0035	0.0055	0.1055	-0.0945	0	0	0
254	0	0.0035	0.0055	0.1055	-0.0945	0	0	0
255	0	0.0034	0.0054	0.1054	-0.0946	0	0	0
256	0	0.0033	0.0054	0.1054	-0.0946	0	0	0
257	0	0.0033	0.0054	0.1054	-0.0946	0	0	0
258	0	0.0032	0.0053	0.1053	-0.0947	0	0	0
259	0	0.0031	0.0053	0.1053	-0.0947	0	0	0
260	0	0.0031	0.0053	0.1053	-0.0947	0	0	0
261	0	0.0030	0.0053	0.1053	-0.0947	0	0	0
262	0	0.0030	0.0052	0.1052	-0.0948	0	0	0
263	0	0.0029	0.0052	0.1052	-0.0948	0	0	0
264	0	0.0028	0.0052	0.1052	-0.0948	0	0	0
265	0	0.0028	0.0052	0.1052	-0.0948	0	0	0
266	0	0.0027	0.0051	0.1051	-0.0949	0	0	0
267	0	0.0027	0.0051	0.1051	-0.0949	0	0	0
268	0	0.0026	0.0051	0.1051	-0.0949	0	0	0
269	0	0.0026	0.0051	0.1051	-0.0949	0	0	0
270	0	0.0025	0.0050	0.1050	-0.0950	0	0	0
271	0	0.0025	0.0050	0.1050	-0.0950	0	0	0
272	0	0.0024	0.0050	0.1050	-0.0950	0	0	0
273	0	0.0024	0.0050	0.1050	-0.0950	0	0	0
274	0	0.0023	0.0049	0.1049	-0.0951	0	0	0
275	0	0.0023	0.0049	0.1049	-0.0951	0	0	0
276	0	0.0022	0.0049	0.1049	-0.0951	0	0	0
277	0	0.0022	0.0049	0.1049	-0.0951	0	0	0
278	0	0.0021	0.0048	0.1048	-0.0952	0	0	0
279	0	0.0021	0.0048	0.1048	-0.0952	0	0	0
280	0	0.0021	0.0048	0.1048	-0.0952	0	0	0
281	0	0.0020	0.0048	0.1048	-0.0952	0	0	0
282	0	0.0020	0.0047	0.1047	-0.0953	0	0	0
283	0	0.0019	0.0047	0.1047	-0.0953	0	0	0
284	0	0.0019	0.0047	0.1047	-0.0953	0	0	0
285	0	0.0019	0.0047	0.1047	-0.0953	0	0	0
286	0	0.0018	0.0046	0.1046	-0.0954	0	0	0
287	0	0.0018	0.0046	0.1046	-0.0954	0	0	0
288	0	0.0017	0.0046	0.1046	-0.0954	0	0	0
289	0	0.0017	0.0046	0.1046	-0.0954	0	0	0
290	0	0.0017	0.0046	0.1046	-0.0954	0	0	0
291	0	0.0016	0.0045	0.1045	-0.0955	0	0	0
292	0	0.0016	0.0045	0.1045	-0.0955	0	0	0
293	0	0.0016	0.0045	0.1045	-0.0955	0	0	0
294	0	0.0015	0.0045	0.1045	-0.0955	0	0	0
295	0	0.0015	0.0044	0.1044	-0.0956	0	0	0
296	0	0.0015	0.0044	0.1044	-0.0956	0	0	0
297	0	0.0015	0.0044	0.1044	-0.0956	0	0	0
298	0	0.0014	0.0044	0.1044	-0.0956	0	0	0
299	0	0.0014	0.0044	0.1044	-0.0956	0	0	0
300	0	0.0014	0.0043	0.1043	-0.0957	0	0	0
301	0	0.0013	0.0043	0.1043	-0.0957	0	0	0
302	0	0.0013	0.0043	0.1043	-0.0957	0	0	0
303	0	0.0013	0.0043	0.1043	-0.0957	0	0	0
304	0	0.0013	0.0042	0.1042	-0.0958	0	0	0
305	0	0.0012	0.0042	0.1042	-0.0958	0	0	0
306	0	0.0012	0.0042	0.1042	-0.0958	0	0	0
307	0	0.0012	0.0042	0.1042	-0.0958	0	0	0
308	0	0.0012	0.0042	0.1042	-0.0958	0	0	0
309	0	0.0011	0.0041	0.1041	-0.0959	0	0	0
310	0	0.0011	0.0041	0.1041	-0.0959	0	0	0
311	0	0.0011	0.0041	0.1041	-0.0959	0	0	0
312	0	0.0011	0.0041	0.1041	-0.0959	0	0	0
313	0	0.0011	0.0041	0.1041	-0.0959	0	0	0
314	0	0.0010	0.0040	0.1040	-0.0960	0	0	0
315	0	0.0010	0.0040	0.1040	-0.0960	0	0	0
316	0	0.0010	0.0040	0.1040	-0.0960	0	0	0
317	0	0.0010	0.0040	0.1040	-0.0960	0	0	0
318	0	0.0010	0.0040	0.1040	-0.0960	0	0	0
319	0	0.0009	0.0039	0.1039	-0.0961	0	0	0
320	0	0.0009	0.0039	0.1039	-0.0961	0	0	0
321	0	0.0009	0.0039	0.1039	-0.0961	0	0	0
322	0	0.0009	0.0039	0.1039	-0.0961	0	0	0
323	0	0.0009	0.0039	0.1039	-0.0961	0	0	0
324	0	0.0008	0.0038	0.1038	-0.0962	0	0	0
325	0	0.0008	0.0038	0.1038	-0.0962	0	0	0
326	0	0.0008	0.0038	0.1038	-0.0962	0	0	0
327	0	0.0008	0.0038	0.1038	-0.0962	0	0	0
328	0	0.0008	0.0038	0.1038	-0.0962	0	0	0
329	0	0.0008	0.0037	0.1037	-0.0963	0	0	0
330	0	0.0007	0.0037	0.1037	-0.0963	0	0	0
331	0	0.0007	0.0037	0.1037	-0.0963	0	0	0
332	0	0.0007	0.0037	0.1037	-0.0963	0	0	0
333	0	0.0007	0.0037	0.1037	-0.0963	0	0	0
334	0	0.0007	0.0037	0.1037	-0.0963	0	0	0
335	0	0.0007	0.0036	0.1036	-0.0964	0	0	0
336	0	0.0007	0.0036	0.1036	-0.0964	0	0	0
337	0	0.0006	0.0036	0.1036	-0.0964	0	0	0
338	0	0.0006	0.0036	0.1036	-0.0964	0	0	0
339	0	0.0006	0.0036	0.1036	-0.0964	0	0	0
340	0	0.0006	0.0035	0.1035	-0.0965	0	0	0
341	0	0.0006	0.0035	0.1035	-0.0965	0	0	0
342	0	0.0006	0.0035	0.1035	-0.0965	0	0	0
343	0	0.0006	0.0035	0.1035	-0.0965	0	0	0
344	0	0.0006	0.0035	0.1035	-0.0965	0	0	0
345	0	0.0006	0.0035	0.1035	-0.0965	0	0	0
346	0	0.0005	0.0034	0.1034	-0.0966	0	0	0
347	0	0.0005	0.0034	0.1034	-0.0966	0	0	0
348	0	0.0005	0.0034	0.1034	-0.0966	0	0	0
349	0	0.0005	0.0034	0.1034	-0.0966	0	0	0
350	0	0.0005	0.0034	0.1034	-0.0966	0	0	0
351	0	0.0005	0.0034	0.1034	-0.0966	0	0	0
352	0	0.0005	0.0033	0.1033	-0.0967	0	0	0
353	0	0.0005	0.0033	0.1033	-0.0967	0	0	0
354	0	0.0005	0.0033	0.1033	-0.0967	0	0	0
355	0	0.0005	0.0033	0.1033	-0.0967	0	0	0
356	0	0.0004	0.0033	0.1033	-0.0967	0	0	0
357	0	0.0004	0.0033	0.1033	-0.0967	0	0	0
358	0	0.0004	0.0032	0.1032	-0.0968	0	0	0
359	0	0.0004	0.0032	0.1032	-0.0968	0	0	0
360	0	0.0004	0.0032	0.1032	-0.0968	0	0	0
361	0	0.0004	0.0032	0.1032	-0.0968	0	0	0
362	0	0.0004	0.0032	0.1032	-0.0968	0	0	0
363	0	0.0004	0.0032	0.1032	-0.0968	0	0	0
364	0	0.0004	0.0031	0.1031	-0.0969	0	0	0
365	0	0.0004	0.0031	0.1031	-0.0969	0	0	0
366	0	0.0004	0.0031	0.1031	-0.0969	0	0	0
367	0	0.0004	0.0031	0.1031	-0.0969	0	0	0
368	0	0.0003	0.0031	0.1031	-0.0969	0	0	0
369	0	0.0003	0.0031	0.1031	-0.0969	0	0	0
370	0	0.0003	0.0030	0.1030	-0.0970	0	0	0
371	0	0.0003	0.0030	0.1030	-0.0970	0	0	0
372	0	0.0003	0.0030	0.1030	-0.0970	0	0	0
373	0	0.0003	0.0030	0.1030	-0.0970	0	0	0
374	0	0.0003	0.0030	0.1030	-0.0970	0	0	0
375	0	0.0003	0.0030	0.1030	-0.0970	0	0	0
376	0	0.0003	0.0030	0.1030	-0.0970	0	0	0
377	0	0.0003	0.0029	0.1029	-0.0971	0	0	0
378	0	0.0003	0.0029	0.1029	-0.0971	0	0	0
379	0	0.0003	0.0029	0.1029	-0.0971	0	0	0
380	0	0.0003	0.0029	0.1029	-0.0971	0	0	0
381	0	0.0003	0.0029	0.1029	-0.0971	0	0	0
382	0	0.0003	0.0029	0.1029	-0.0971	0	0	0
383	0	0.0003	0.0029	0.1029	-0.0971	0	0	0
384	0	0.0003	0.0028	0.1028	-0.0972	0	0	0
385	0	0.0002	0.0028	0.1028	-0.0972	0	0	0
386	0	0.0002	0.0028	0.1028	-0.0972	0	0	0
387	0	0.0002	0.0028	0.1028	-0.0972	0	0	0
388	0	0.0002	0.0028	0.1028	-0.0972	0	0	0
389	0	0.0002	0.0028	0.1028	-0.0972	0	0	0
390	0	0.0002	0.0028	0.1028	-0.0972	0	0	0
391	0	0.0002	0.0027	0.1027	-0.0973	0	0	0
392	0	0.0002	0.0027	0.1027	-0.0973	0	0	0
393	0	0.0002	0.0027	0.1027	-0.0973	0	0	0
394	0	0.0002	0.0027	0.1027	-0.0973	0	0	0
395	0	0.0002	0.0027	0.1027	-0.0973	0	0	0
396	0	0.0002	0.0027	0.1027	-0.0973	0	0	0
397	0	0.0002	0.0027	0.1027	-0.0973	0	0	0
398	0	0.0002	0.0026	0.1026	-0.0974	0	0	0
399	0	0.0002	0.0026	0.1026	-0.0974	0	0	0
400	0	0.0002	0.0026	0.1026	-0.0974	0	0	0
401	0	0.0002	0.0026	0.1026	-0.0974	0	0	0
402	0	0.0002	0.0026	0.1026	-0.0974	0	0	0
403	0	0.0002	0.0026	0.1026	-0.0974	0	0	0
404	0	0.0002	0.0026	0.1026	-0.0974	0	0	0
405	0	0.0002	0.0026	0.1026	-0.0974	0	0	0
406	0	0.0002	0.0025	0.1025	-0.0975	0	0	0
407	0	0.0002	0.0025	0.1025	-0.0975	0	0	0
408	0	0.0002	0.0025	0.1025	-0.0975	0	0	0
409	0	0.0002	0.0025	0.1025	-0.0975	0	0	0
410	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
411	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
412	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
413	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
414	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
415	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
416	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
417	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
418	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
419	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
420	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
421	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
422	0	0.0001	0.0023	0.1023	-0.0977	0	0	0
423	0	0.0001	0.0023	0.1023	-0.0977	0	0	0
424	0	0.0001	0.0023	0.1023	-0.0977	0	0	0
425	0	0.0001	0.0023	0.1023	-0.0977	0	0	0
426	0	0.0001	0.0023	0.1023	-0.0977	0	0	0
427	0	0.0001	0.0023	0.1023	-0.0977	0	0	0
428	0	0.0001	0.0023	0.1023	-0.0977	0	0	0
429	0	0.0001	0.0023	0.1023	-0.0977	0	0	0
430	0	0.0001	0.0023	0.1023	-0.0977	0	0	0
431	0	0.0001	0.0022	0.1022	-0.0978	0	0	0
432	0	0.0001	0.0022	0.1022	-0.0978	0	0	0
433	0	0.0001	0.0022	0.1022	-0.0978	0	0	0
434	0	0.0001	0.0022	0.1022	-0.0978	0	0	0
435	0	0.0001	0.0022	0.1022	-0.0978	0	0	0
436	0	0.0001	0.0022	0.1022	-0.0978	0	0	0
437	0	0.0001	0.0022	0.1022	-0.0978	0	0	0
438	0	0.0001	0.0022	0.1022	-0.0978	0	0	0
439	0	0.0001	0.0022	0.1022	-0.0978	0	0	0
440	0	0.0001	0.0021	0.1021	-0.0979	0	0	0
441	0	0.0001	0.0021	0.1021	-0.0979	0	0	0
442	0	0.0001	0.0021	0.1021	-0.0979	0	0	0
